Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Cred_length,result
26842,27,115000,MORTGAGE,1,DEBTCONSOLIDATION,5000,8.49,0,0.04,6,N
26843,28,115000,MORTGAGE,3,HOMEIMPROVEMENT,25000,7.49,0,0.22,6,N
26844,29,115000,MORTGAGE,3,MEDICAL,22000,15.23,0,0.19,7,Y
26845,29,115000,MORTGAGE,7,EDUCATION,8100,16.49,0,0.07,10,Y
26846,27,115000,MORTGAGE,11,VENTURE,5000,,0,0.04,5,N
26847,29,115000,OWN,12,EDUCATION,35000,15.28,0,0.3,5,Y
26848,29,115000,MORTGAGE,10,VENTURE,5600,13.43,0,0.05,8,Y
26849,28,115000,MORTGAGE,3,PERSONAL,4500,12.68,0,0.04,7,N
26850,27,115000,MORTGAGE,0,EDUCATION,12000,7.29,0,0.1,6,N
26851,28,103000,MORTGAGE,12,HOMEIMPROVEMENT,20000,14.17,1,0.19,9,Y
26852,28,115000,MORTGAGE,12,DEBTCONSOLIDATION,18000,10.37,0,0.16,7,N
26853,27,115000,MORTGAGE,3,HOMEIMPROVEMENT,24000,,0,0.21,7,N
26854,35,45000,RENT,3,DEBTCONSOLIDATION,15000,,1,0.33,8,N
26855,33,39000,RENT,4,DEBTCONSOLIDATION,15000,17.56,1,0.38,5,Y
26856,34,115000,MORTGAGE,11,MEDICAL,6000,5.79,0,0.05,9,N
26857,31,115000,MORTGAGE,4,VENTURE,6500,13.98,0,0.06,9,N
26858,27,115000,MORTGAGE,11,MEDICAL,8000,7.51,0,0.07,7,N
26859,33,115000,MORTGAGE,10,MEDICAL,25000,11.86,0,0.22,8,N
26860,35,115000,MORTGAGE,4,HOMEIMPROVEMENT,7200,13.85,0,0.06,10,Y
26861,29,115000,MORTGAGE,3,DEBTCONSOLIDATION,4000,13.48,0,0.03,10,N
26862,28,115000,MORTGAGE,12,VENTURE,16000,13.85,0,0.14,8,Y
26863,27,115000,MORTGAGE,3,EDUCATION,6300,6.76,0,0.05,10,N
26864,27,27000,OWN,1,VENTURE,6000,8,0,0.22,6,N
26865,33,115000,OWN,2,VENTURE,14400,11.14,0,0.13,5,N
26866,27,115000,MORTGAGE,4,MEDICAL,9600,12.87,0,0.08,9,N
26867,29,115000,MORTGAGE,11,EDUCATION,20000,13.79,0,0.17,6,Y
26868,32,115000,MORTGAGE,3,EDUCATION,20000,16.95,0,0.17,7,Y
26869,28,115000,MORTGAGE,6,HOMEIMPROVEMENT,10000,8,0,0.09,8,N
26870,32,45400,RENT,4,PERSONAL,15000,12.18,1,0.33,6,N
26871,32,115200,MORTGAGE,3,MEDICAL,10200,,0,0.09,9,N
26872,34,45600,RENT,6,DEBTCONSOLIDATION,15000,11.48,1,0.33,9,N
26873,29,115742,MORTGAGE,13,PERSONAL,7000,6.62,0,0.06,8,N
26874,27,115752,MORTGAGE,6,DEBTCONSOLIDATION,10000,11.36,0,0.09,7,N
26875,27,116000,MORTGAGE,11,DEBTCONSOLIDATION,18000,7.49,0,0.16,10,N
26876,28,116000,OWN,7,VENTURE,12000,13.49,0,0.1,6,Y
26877,27,116000,OWN,3,MEDICAL,6000,7.29,0,0.05,7,N
26878,28,116000,MORTGAGE,12,VENTURE,14000,7.51,0,0.12,6,N
26879,27,47000,RENT,,DEBTCONSOLIDATION,15000,8.49,1,0.32,10,N
26880,32,116000,MORTGAGE,15,EDUCATION,21600,10.62,0,0.19,9,N
26881,28,116000,MORTGAGE,10,MEDICAL,25000,12.18,0,0.22,10,N
26882,27,29040,RENT,11,DEBTCONSOLIDATION,1800,13.23,1,0.06,5,Y
26883,33,116000,MORTGAGE,5,EDUCATION,15000,12.84,0,0.13,7,N
26884,33,116004,MORTGAGE,12,MEDICAL,8200,13.85,0,0.07,9,N
26885,31,116004,MORTGAGE,13,MEDICAL,6775,8.59,0,0.06,10,N
26886,29,33048,RENT,2,MEDICAL,1800,12.53,0,0.05,8,N
26887,32,104400,MORTGAGE,17,DEBTCONSOLIDATION,24000,8.9,1,0.23,5,N
26888,35,26400,OWN,19,VENTURE,6600,5.99,0,0.25,8,N
26889,30,116500,MORTGAGE,9,DEBTCONSOLIDATION,15000,14.79,0,0.13,7,Y
26890,29,35000,RENT,12,DEBTCONSOLIDATION,1800,5.42,0,0.05,7,N
26891,29,117000,MORTGAGE,14,VENTURE,7800,8.9,0,0.07,8,N
26892,33,117000,MORTGAGE,17,HOMEIMPROVEMENT,20000,6.17,0,0.17,6,N
26893,31,117000,MORTGAGE,5,HOMEIMPROVEMENT,3600,6.91,0,0.03,5,N
26894,33,117000,MORTGAGE,2,HOMEIMPROVEMENT,18000,,0,0.15,8,N
26895,34,36129,RENT,3,DEBTCONSOLIDATION,1800,14.22,0,0.05,9,Y
26896,30,117500,MORTGAGE,0,EDUCATION,13500,8.49,0,0.11,7,N
26897,29,117500,OWN,1,VENTURE,20000,6.17,0,0.17,9,N
26898,30,117500,MORTGAGE,3,PERSONAL,17500,7.37,0,0.15,6,N
26899,31,117516,MORTGAGE,3,MEDICAL,21000,13.49,0,0.18,5,N
26900,29,117600,MORTGAGE,13,DEBTCONSOLIDATION,14400,12.99,0,0.12,6,Y
26901,33,26400,OWN,13,VENTURE,7000,11.36,0,0.27,9,N
26902,27,117832,MORTGAGE,4,HOMEIMPROVEMENT,12500,6.17,0,0.11,7,N
26903,27,117996,MORTGAGE,4,DEBTCONSOLIDATION,16000,7.9,0,0.14,10,N
26904,31,118000,MORTGAGE,8,MEDICAL,6000,12.69,0,0.05,9,N
26905,27,118000,MORTGAGE,3,PERSONAL,10000,6.17,0,0.08,6,N
26906,30,118000,MORTGAGE,0,PERSONAL,5000,13.92,0,0.04,9,Y
26907,28,47881,RENT,12,DEBTCONSOLIDATION,15000,,1,0.31,7,N
26908,29,118374,MORTGAGE,13,VENTURE,3500,13.49,0,0.03,6,Y
26909,29,118400,MORTGAGE,11,EDUCATION,35000,7.9,0,0.3,8,N
26910,27,118500,MORTGAGE,4,DEBTCONSOLIDATION,15000,6.91,0,0.13,9,N
26911,28,48000,RENT,5,PERSONAL,15000,11.99,1,0.31,7,N
26912,27,119000,MORTGAGE,0,MEDICAL,8800,,0,0.07,7,N
26913,34,26000,OWN,7,HOMEIMPROVEMENT,6000,12.42,0,0.23,8,N
26914,28,119000,MORTGAGE,2,MEDICAL,5325,10.38,0,0.04,7,N
26915,30,119000,MORTGAGE,14,PERSONAL,25000,12.73,0,0.21,8,Y
26916,29,26000,OWN,5,VENTURE,4500,11.71,0,0.17,5,N
26917,32,119000,MORTGAGE,12,PERSONAL,18000,10.99,0,0.15,7,N
26918,27,119000,OWN,5,EDUCATION,5000,7.51,0,0.04,5,N
26919,34,119000,MORTGAGE,10,HOMEIMPROVEMENT,6000,,0,0.05,10,N
26920,32,119000,MORTGAGE,10,MEDICAL,9000,13.47,0,0.08,7,N
26921,27,107450,MORTGAGE,11,PERSONAL,24000,20.86,1,0.22,10,Y
26922,29,119500,MORTGAGE,6,HOMEIMPROVEMENT,6800,13.16,0,0.06,10,Y
26923,29,119604,MORTGAGE,0,DEBTCONSOLIDATION,5000,9.32,0,0.04,5,N
26924,30,119700,MORTGAGE,2,HOMEIMPROVEMENT,9500,8.94,0,0.08,10,N
26925,33,120000,MORTGAGE,3,EDUCATION,14050,8.9,0,0.12,7,N
26926,32,120000,MORTGAGE,3,DEBTCONSOLIDATION,8000,8.9,0,0.07,6,N
26927,27,120000,MORTGAGE,2,EDUCATION,17000,6.03,0,0.14,5,N
26928,34,26000,OWN,0,MEDICAL,3000,8.49,0,0.12,9,N
26929,28,26000,OWN,3,HOMEIMPROVEMENT,2500,7.49,0,0.1,8,N
26930,29,48000,RENT,2,PERSONAL,15000,11.36,1,0.31,8,N
26931,29,120000,MORTGAGE,11,VENTURE,16000,12.42,0,0.13,9,N
26932,29,120000,MORTGAGE,2,EDUCATION,35000,8.9,0,0.29,7,N
26933,29,120000,MORTGAGE,8,MEDICAL,28000,7.9,0,0.23,8,N
26934,29,120000,MORTGAGE,3,EDUCATION,20000,11.71,0,0.17,5,N
26935,29,42000,RENT,0,PERSONAL,15000,14.25,1,0.36,9,N
26936,28,48500,RENT,0,MEDICAL,15000,12.99,1,0.31,7,Y
26937,28,48500,RENT,4,PERSONAL,15000,12.87,1,0.31,8,Y
26938,27,120000,MORTGAGE,11,EDUCATION,20000,10.65,0,0.17,8,N
26939,29,120000,MORTGAGE,12,VENTURE,12000,10.65,0,0.1,9,N
26940,30,48564,RENT,3,VENTURE,15000,10.75,1,0.31,9,N
26941,29,120000,MORTGAGE,2,PERSONAL,7000,,0,0.06,8,N
26942,27,120000,MORTGAGE,4,DEBTCONSOLIDATION,15000,13.49,0,0.13,6,Y
26943,30,43992,RENT,2,PERSONAL,15000,13.24,1,0.34,7,N
26944,33,120000,MORTGAGE,14,VENTURE,2000,12.69,0,0.02,9,N
26945,27,50000,RENT,3,VENTURE,15000,16.77,0,0.3,5,N
26946,29,120000,MORTGAGE,1,VENTURE,5000,9.91,0,0.04,7,N
26947,29,120000,MORTGAGE,2,HOMEIMPROVEMENT,6900,10.65,0,0.06,6,N
26948,27,120000,MORTGAGE,0,HOMEIMPROVEMENT,10000,6.62,0,0.08,10,N
26949,31,120000,MORTGAGE,0,VENTURE,12000,6.03,0,0.1,6,N
26950,30,120000,MORTGAGE,15,EDUCATION,11000,6.03,0,0.09,5,N
26951,34,120000,MORTGAGE,0,MEDICAL,7100,8.9,0,0.06,8,N
26952,31,120000,MORTGAGE,6,MEDICAL,28000,8.9,0,0.23,9,N
26953,27,120000,MORTGAGE,0,PERSONAL,7000,7.49,0,0.06,9,N
26954,35,120000,MORTGAGE,2,PERSONAL,8000,,0,0.07,10,N
26955,28,120000,OWN,7,VENTURE,5000,10.65,0,0.04,6,N
26956,32,120000,MORTGAGE,7,PERSONAL,28250,16.77,0,0.24,9,Y
26957,34,120000,MORTGAGE,2,EDUCATION,4200,12.69,0,0.04,6,N
26958,27,120000,MORTGAGE,,DEBTCONSOLIDATION,20000,7.51,0,0.17,6,N
26959,29,120000,MORTGAGE,7,DEBTCONSOLIDATION,20000,12.42,0,0.17,6,N
26960,34,25800,OWN,18,EDUCATION,10000,8.94,0,0.39,9,N
26961,28,50000,RENT,4,PERSONAL,15000,7.49,0,0.3,6,N
26962,27,120000,OWN,11,MEDICAL,4800,10.99,0,0.04,10,N
26963,34,120000,OWN,4,VENTURE,7800,10.99,0,0.07,9,N
26964,30,120000,MORTGAGE,3,PERSONAL,6000,10.99,0,0.05,7,N
26965,30,120000,MORTGAGE,12,DEBTCONSOLIDATION,7200,9.99,0,0.06,9,N
26966,28,120000,MORTGAGE,3,MEDICAL,14500,5.42,0,0.12,8,N
26967,27,120000,MORTGAGE,3,PERSONAL,14000,11.99,0,0.12,10,N
26968,32,108000,MORTGAGE,13,DEBTCONSOLIDATION,8400,15.99,1,0.08,7,N
26969,30,44000,RENT,4,DEBTCONSOLIDATION,15000,6.54,1,0.34,5,N
26970,29,120000,OWN,10,PERSONAL,18000,11.49,0,0.15,10,N
26971,30,120000,MORTGAGE,13,EDUCATION,15000,,0,0.13,8,N
26972,28,91800,MORTGAGE,6,MEDICAL,10000,16.89,1,0.09,8,Y
26973,31,120000,MORTGAGE,15,PERSONAL,7500,10.99,0,0.06,9,N
26974,27,120000,MORTGAGE,11,PERSONAL,8000,5.99,0,0.07,6,N
26975,30,120000,MORTGAGE,8,HOMEIMPROVEMENT,3000,11.49,0,0.03,8,N
26976,30,108000,MORTGAGE,0,DEBTCONSOLIDATION,4925,,1,0.05,9,N
26977,31,120000,MORTGAGE,8,EDUCATION,20000,7.49,0,0.17,6,N
26978,28,120000,MORTGAGE,4,PERSONAL,8000,15.62,0,0.07,7,N
26979,30,120000,MORTGAGE,3,HOMEIMPROVEMENT,15000,10.99,0,0.13,6,N
26980,31,108000,MORTGAGE,11,DEBTCONSOLIDATION,35000,13.49,1,0.32,10,N
26981,27,50000,RENT,1,VENTURE,15000,13.16,0,0.3,9,N
26982,34,50000,RENT,0,HOMEIMPROVEMENT,15000,12.72,0,0.3,9,Y
26983,35,120000,MORTGAGE,4,MEDICAL,8850,10.99,0,0.07,7,N
26984,33,120000,MORTGAGE,6,MEDICAL,4500,5.99,0,0.04,5,N
26985,28,50000,RENT,1,EDUCATION,15000,10.28,0,0.3,5,N
26986,32,120000,MORTGAGE,0,HOMEIMPROVEMENT,6600,7.49,0,0.06,7,N
26987,27,120000,MORTGAGE,10,DEBTCONSOLIDATION,7000,5.99,0,0.06,5,N
26988,29,120000,OWN,4,VENTURE,7000,8.49,0,0.06,7,N
26989,28,120000,MORTGAGE,11,EDUCATION,14400,10.74,0,0.12,10,N
26990,30,120000,OWN,14,VENTURE,10000,13.06,0,0.08,8,Y
26991,33,120000,MORTGAGE,4,PERSONAL,6000,6.92,0,0.05,8,N
26992,29,120000,OWN,5,MEDICAL,8000,11.11,0,0.07,10,N
26993,33,120000,MORTGAGE,3,MEDICAL,14000,7.29,0,0.12,8,N
26994,29,120000,MORTGAGE,8,DEBTCONSOLIDATION,5000,5.42,0,0.04,9,N
26995,30,120000,MORTGAGE,6,MEDICAL,9600,7.66,0,0.08,9,N
26996,28,120000,MORTGAGE,11,HOMEIMPROVEMENT,5000,13.06,0,0.04,5,N
26997,28,120000,MORTGAGE,12,EDUCATION,10000,5.42,0,0.08,6,N
26998,32,50880,RENT,6,PERSONAL,15000,20.25,0,0.29,5,Y
26999,34,120000,MORTGAGE,10,EDUCATION,20000,10.37,0,0.17,10,N
27000,27,120000,MORTGAGE,11,HOMEIMPROVEMENT,18000,10.74,0,0.15,6,N
27001,30,120000,MORTGAGE,9,DEBTCONSOLIDATION,18400,9.63,0,0.15,9,N
27002,29,25000,OWN,8,MEDICAL,6500,13.49,0,0.26,9,N
27003,29,25000,OWN,5,MEDICAL,10000,13.49,0,0.4,5,Y
27004,28,91800,MORTGAGE,4,MEDICAL,20000,15.28,1,0.19,6,N
27005,30,120000,MORTGAGE,12,EDUCATION,6000,5.42,0,0.05,9,N
27006,30,120000,MORTGAGE,3,EDUCATION,8000,10.37,0,0.07,9,N
27007,33,120000,MORTGAGE,17,PERSONAL,15000,5.79,0,0.13,9,N
27008,27,51395,RENT,11,VENTURE,15000,10.99,0,0.29,6,N
27009,29,120000,OWN,11,DEBTCONSOLIDATION,5000,14.09,0,0.04,6,Y
27010,27,120000,MORTGAGE,11,PERSONAL,8000,12.61,0,0.07,9,N
27011,34,120000,MORTGAGE,4,MEDICAL,16800,6.91,0,0.14,6,N
27012,30,120000,MORTGAGE,1,EDUCATION,4800,10.36,0,0.04,8,N
27013,29,120000,MORTGAGE,13,VENTURE,10000,6.17,0,0.08,8,N
27014,32,120000,MORTGAGE,13,EDUCATION,2000,,0,0.02,5,N
27015,28,120000,MORTGAGE,5,MEDICAL,22000,13.72,0,0.18,6,Y
27016,34,108000,MORTGAGE,4,DEBTCONSOLIDATION,25000,20.03,1,0.23,8,N
27017,27,120000,MORTGAGE,2,EDUCATION,7000,7.14,0,0.06,10,N
27018,33,120000,OWN,1,EDUCATION,6000,7.14,0,0.05,10,N
27019,31,120000,MORTGAGE,6,PERSONAL,25000,16.32,0,0.21,7,Y
27020,30,120000,MORTGAGE,6,EDUCATION,14000,7.88,0,0.12,6,N
27021,32,120000,MORTGAGE,16,HOMEIMPROVEMENT,5600,10.75,0,0.05,10,N
27022,28,120000,OWN,1,PERSONAL,3600,14.84,0,0.03,9,N
27023,32,52800,RENT,3,PERSONAL,15000,16.29,0,0.28,6,N
27024,32,120000,MORTGAGE,9,VENTURE,8000,7.51,0,0.07,7,N
27025,28,120000,MORTGAGE,0,PERSONAL,20000,,0,0.17,5,N
27026,29,120000,MORTGAGE,1,VENTURE,23000,11.49,0,0.19,5,N
27027,33,24000,RENT,3,EDUCATION,1600,8.88,0,0.07,6,N
27028,28,24000,RENT,0,MEDICAL,1600,15.05,1,0.07,5,N
27029,27,120000,MORTGAGE,4,VENTURE,8400,7.14,0,0.07,8,N
27030,30,120000,MORTGAGE,5,DEBTCONSOLIDATION,5000,10.38,0,0.04,9,N
27031,27,120000,MORTGAGE,5,HOMEIMPROVEMENT,25000,15.95,0,0.21,9,N
27032,33,25200,RENT,3,MEDICAL,1600,16.69,1,0.06,6,N
27033,32,120000,MORTGAGE,16,VENTURE,25000,10.99,0,0.21,6,N
27034,29,120000,MORTGAGE,7,VENTURE,12000,13.48,0,0.1,7,N
27035,27,120000,MORTGAGE,11,PERSONAL,7000,6.76,0,0.06,5,N
27036,29,120000,MORTGAGE,5,MEDICAL,9000,10.25,0,0.07,10,N
27037,31,120000,MORTGAGE,9,MEDICAL,10000,7.51,0,0.08,7,N
27038,27,91800,MORTGAGE,4,MEDICAL,25000,16.07,1,0.23,9,N
27039,29,120000,MORTGAGE,10,PERSONAL,4700,7.14,0,0.04,6,N
27040,27,108000,MORTGAGE,11,DEBTCONSOLIDATION,25000,14.96,1,0.23,9,Y
27041,33,30000,RENT,0,DEBTCONSOLIDATION,1600,10.25,0,0.05,9,N
27042,28,120000,MORTGAGE,12,HOMEIMPROVEMENT,6000,7.74,0,0.05,5,N
27043,29,120000,OWN,3,EDUCATION,7500,7.74,0,0.06,8,N
27044,29,120000,MORTGAGE,2,PERSONAL,20000,13.92,0,0.17,6,N
27045,31,120000,MORTGAGE,0,VENTURE,20000,11.14,0,0.17,9,N
27046,30,38400,RENT,6,DEBTCONSOLIDATION,1600,13.49,0,0.04,10,N
27047,29,120000,MORTGAGE,13,HOMEIMPROVEMENT,7000,8.94,0,0.06,10,N
27048,27,33000,RENT,11,HOMEIMPROVEMENT,1600,16.89,1,0.05,5,Y
27049,31,40000,RENT,9,VENTURE,1600,,0,0.04,8,N
27050,31,40000,RENT,0,MEDICAL,1600,14.79,0,0.04,8,N
27051,30,120000,MORTGAGE,14,VENTURE,7500,15.65,0,0.06,5,N
27052,35,34000,RENT,1,VENTURE,1600,14.84,1,0.05,6,Y
27053,30,42000,RENT,1,PERSONAL,1600,10.37,0,0.04,6,N
27054,32,36000,RENT,5,DEBTCONSOLIDATION,1600,14.09,1,0.04,9,Y
27055,31,25000,OWN,4,HOMEIMPROVEMENT,3075,11.83,0,0.12,5,N
27056,29,42000,RENT,4,VENTURE,1600,19.16,0,0.04,6,Y
27057,29,43200,RENT,4,EDUCATION,1600,13.49,0,0.04,10,N
27058,31,120000,MORTGAGE,9,VENTURE,9000,8.94,0,0.07,6,N
27059,27,120000,MORTGAGE,11,EDUCATION,20000,,0,0.17,7,Y
27060,27,120000,MORTGAGE,4,PERSONAL,6000,13.79,0,0.05,10,N
27061,27,120000,MORTGAGE,2,MEDICAL,16000,12.21,0,0.13,8,N
27062,27,51000,RENT,9,VENTURE,1600,10.59,0,0.03,6,N
27063,29,120000,MORTGAGE,2,EDUCATION,5000,7.68,0,0.04,6,N
27064,29,120000,MORTGAGE,3,MEDICAL,6250,12.53,0,0.05,8,Y
27065,28,91800,MORTGAGE,1,MEDICAL,15000,15.37,1,0.14,8,Y
27066,34,51600,RENT,,MEDICAL,1600,15.21,1,0.03,6,Y
27067,27,120000,MORTGAGE,11,HOMEIMPROVEMENT,10000,11.14,0,0.08,6,N
27068,29,63500,RENT,4,DEBTCONSOLIDATION,1600,11.83,0,0.03,5,N
27069,29,67171,RENT,13,MEDICAL,1600,8.9,0,0.02,7,N
27070,28,120000,MORTGAGE,12,VENTURE,20000,9.45,0,0.17,10,N
27071,29,108000,MORTGAGE,2,PERSONAL,24500,12.61,1,0.23,9,N
27072,29,68000,RENT,4,EDUCATION,1600,11.48,0,0.02,10,N
27073,31,91800,MORTGAGE,0,MEDICAL,2225,7.43,1,0.02,5,N
27074,34,91800,MORTGAGE,0,MEDICAL,25000,15.83,1,0.23,9,Y
27075,32,120000,MORTGAGE,16,HOMEIMPROVEMENT,6000,12.17,0,0.05,8,N
27076,28,120000,MORTGAGE,0,EDUCATION,1000,7.12,0,0.01,5,N
27077,32,91800,MORTGAGE,8,MEDICAL,24625,14.07,1,0.23,7,Y
27078,30,120000,MORTGAGE,15,MEDICAL,8275,9.01,0,0.07,8,N
27079,27,120000,MORTGAGE,7,EDUCATION,3775,,0,0.03,6,N
27080,29,120000,MORTGAGE,8,VENTURE,5000,7.43,0,0.04,6,N
27081,32,86000,RENT,4,EDUCATION,1600,13.23,0,0.02,9,Y
27082,29,24996,OWN,2,VENTURE,8000,9.99,0,0.32,7,N
27083,34,120579,MORTGAGE,9,DEBTCONSOLIDATION,9600,,0,0.08,7,Y
27084,34,120602,MORTGAGE,4,MEDICAL,20000,14.79,0,0.17,8,N
27085,33,120999,MORTGAGE,7,HOMEIMPROVEMENT,15200,13.61,0,0.13,5,Y
27086,30,10800,RENT,1,PERSONAL,1500,11.48,1,0.14,9,N
27087,27,121000,MORTGAGE,3,HOMEIMPROVEMENT,16800,6.91,0,0.14,8,N
27088,33,12000,RENT,0,MEDICAL,1500,11.83,0,0.13,6,N
27089,31,121000,MORTGAGE,15,DEBTCONSOLIDATION,25000,12.73,0,0.21,9,Y
27090,33,121000,MORTGAGE,0,EDUCATION,17600,13.57,0,0.15,5,N
27091,34,12996,RENT,0,MEDICAL,1500,9.25,0,0.12,7,N
27092,28,121008,MORTGAGE,0,PERSONAL,5400,5.99,0,0.04,6,N
27093,28,92801,MORTGAGE,12,MEDICAL,20000,14.74,1,0.18,8,Y
27094,32,121500,MORTGAGE,11,VENTURE,6000,7.51,0,0.05,6,N
27095,29,121722,MORTGAGE,8,DEBTCONSOLIDATION,7200,,0,0.06,7,N
27096,29,109900,MORTGAGE,9,EDUCATION,15000,13.47,1,0.14,10,Y
27097,28,122000,MORTGAGE,11,VENTURE,15000,16.77,0,0.12,5,Y
27098,27,24840,OWN,0,MEDICAL,11500,8.49,0,0.46,6,N
27099,30,122000,MORTGAGE,11,HOMEIMPROVEMENT,11200,5.42,0,0.09,9,N
27100,34,14400,RENT,4,DEBTCONSOLIDATION,1500,12.61,0,0.1,9,Y
27101,27,122000,MORTGAGE,1,DEBTCONSOLIDATION,8000,7.88,0,0.07,6,N
27102,31,122000,MORTGAGE,3,HOMEIMPROVEMENT,6000,9.38,0,0.05,9,N
27103,32,122004,MORTGAGE,13,HOMEIMPROVEMENT,10000,8.59,0,0.08,9,N
27104,34,122400,MORTGAGE,5,MEDICAL,6800,10.65,0,0.06,10,N
27105,32,122400,MORTGAGE,16,MEDICAL,10000,7.88,0,0.08,6,N
27106,27,122880,MORTGAGE,3,VENTURE,35000,8.49,0,0.28,5,N
27107,27,123000,MORTGAGE,0,VENTURE,13225,16.11,0,0.11,7,Y
27108,32,123000,MORTGAGE,16,VENTURE,15200,15.95,0,0.12,9,Y
27109,31,123000,MORTGAGE,7,MEDICAL,15000,6.91,0,0.12,7,N
27110,28,111000,MORTGAGE,12,DEBTCONSOLIDATION,25000,19.79,1,0.23,5,N
27111,28,123000,OWN,7,PERSONAL,4000,8.59,0,0.03,5,N
27112,31,123000,MORTGAGE,15,VENTURE,19000,13.47,0,0.15,9,Y
27113,31,94350,MORTGAGE,5,MEDICAL,15000,15.37,1,0.14,8,N
27114,30,111000,MORTGAGE,2,HOMEIMPROVEMENT,12500,19.04,1,0.11,8,N
27115,34,18000,RENT,0,MEDICAL,1500,11.48,1,0.08,6,N
27116,28,123504,MORTGAGE,12,VENTURE,18000,,0,0.15,7,N
27117,27,123996,MORTGAGE,11,MEDICAL,6500,8,0,0.05,6,N
27118,33,124000,MORTGAGE,6,DEBTCONSOLIDATION,14000,6.03,0,0.11,10,N
27119,27,124000,MORTGAGE,9,PERSONAL,4350,11.49,0,0.04,6,N
27120,29,124000,MORTGAGE,11,HOMEIMPROVEMENT,2000,5.42,0,0.02,7,N
27121,34,124000,MORTGAGE,3,HOMEIMPROVEMENT,12000,7.51,0,0.1,5,N
27122,29,124000,MORTGAGE,13,MEDICAL,8100,7.51,0,0.07,7,N
27123,27,124000,MORTGAGE,2,DEBTCONSOLIDATION,24250,,0,0.2,7,N
27124,33,124000,OWN,10,PERSONAL,23500,14.96,0,0.19,6,Y
27125,27,19200,RENT,4,PERSONAL,1500,7.14,0,0.08,10,N
27126,35,124596,MORTGAGE,1,EDUCATION,20000,11.49,0,0.16,5,N
27127,31,24000,OWN,14,PERSONAL,2000,16.29,0,0.08,9,N
27128,29,24000,OWN,3,PERSONAL,7200,7.51,0,0.3,6,N
27129,27,20004,RENT,0,VENTURE,1500,12.69,0,0.07,9,N
27130,28,124800,MORTGAGE,1,VENTURE,15000,12.53,0,0.12,5,Y
27131,31,124992,MORTGAGE,15,DEBTCONSOLIDATION,24000,8.49,0,0.19,5,N
27132,27,125000,MORTGAGE,7,EDUCATION,9000,7.51,0,0.07,6,N
27133,29,125000,MORTGAGE,6,VENTURE,3400,9.91,0,0.03,7,N
27134,32,125000,MORTGAGE,4,EDUCATION,9000,6.62,0,0.07,10,N
27135,30,125000,MORTGAGE,14,VENTURE,7000,,0,0.06,7,N
27136,28,125000,MORTGAGE,12,PERSONAL,30000,7.51,0,0.24,5,N
27137,30,21600,RENT,1,PERSONAL,1500,11.71,1,0.07,9,N
27138,31,125000,OWN,5,MEDICAL,30000,7.51,0,0.24,9,N
27139,30,21600,RENT,2,DEBTCONSOLIDATION,1500,14.72,0,0.07,8,Y
27140,32,125000,MORTGAGE,3,VENTURE,21000,11.71,0,0.17,10,N
27141,28,22968,RENT,4,MEDICAL,1500,6.03,0,0.07,7,N
27142,29,125000,MORTGAGE,4,MEDICAL,24000,13.49,0,0.19,7,N
27143,31,24000,RENT,0,HOMEIMPROVEMENT,1500,11.86,1,0.06,10,N
27144,34,125000,MORTGAGE,0,MEDICAL,9175,10.99,0,0.07,5,N
27145,33,125000,MORTGAGE,17,MEDICAL,8800,10.59,0,0.07,7,N
27146,27,125000,MORTGAGE,11,MEDICAL,30000,10.99,0,0.24,10,N
27147,28,24840,RENT,2,EDUCATION,1500,8,1,0.06,5,N
27148,31,125000,MORTGAGE,5,MEDICAL,18000,11.99,0,0.14,7,N
27149,28,125000,MORTGAGE,0,VENTURE,7500,7.49,0,0.06,7,N
27150,33,125000,MORTGAGE,8,HOMEIMPROVEMENT,10975,6.99,0,0.09,9,N
27151,29,26000,RENT,2,VENTURE,1500,12.99,0,0.06,6,Y
27152,30,113000,MORTGAGE,4,DEBTCONSOLIDATION,30000,15.62,1,0.27,8,Y
27153,30,53000,RENT,7,PERSONAL,15000,10.62,0,0.28,8,N
27154,31,48000,RENT,12,DEBTCONSOLIDATION,15000,15.21,1,0.31,5,Y
27155,30,125000,MORTGAGE,14,HOMEIMPROVEMENT,25000,13.8,0,0.2,6,N
27156,29,125000,MORTGAGE,0,HOMEIMPROVEMENT,10000,5.79,0,0.08,10,N
27157,29,125000,MORTGAGE,13,EDUCATION,14400,5.79,0,0.12,10,N
27158,28,54996,RENT,8,PERSONAL,15000,14.09,0,0.27,9,Y
27159,27,125000,MORTGAGE,1,HOMEIMPROVEMENT,24000,6.91,0,0.19,8,N
27160,32,54996,RENT,4,VENTURE,15000,6.54,0,0.27,5,N
27161,29,125000,MORTGAGE,5,PERSONAL,12000,5.79,0,0.1,7,N
27162,31,125000,MORTGAGE,2,PERSONAL,25000,10.75,0,0.2,7,N
27163,29,125000,MORTGAGE,0,HOMEIMPROVEMENT,10000,14.35,0,0.08,9,Y
27164,32,125000,MORTGAGE,2,PERSONAL,20000,11.12,0,0.16,9,N
27165,35,125000,MORTGAGE,8,VENTURE,17000,7.88,0,0.14,6,N
27166,28,125000,OWN,4,PERSONAL,10000,7.51,0,0.08,8,N
27167,27,55000,RENT,4,VENTURE,15000,12.42,0,0.27,10,N
27168,28,113000,MORTGAGE,1,PERSONAL,13200,18.67,1,0.12,10,N
